Image ID,Reference,Adjudicator,Timestamp,Task,Label
1570,72AA9FFDC359057BBA9BD9AD0D82C03EBAC2142607B33DAFA9963392C2BCF109, ,2016-Mar-07 07:00:21,subject-type,handgun
1571,37312E5E05AAC0BE72E6449FFDFA5E3DC81756D5E7F802ED1BA23DDF3EFB1154, ,2016-Mar-07 07:00:21,quantity,1
1571,37312E5E05AAC0BE72E6449FFDFA5E3DC81756D5E7F802ED1BA23DDF3EFB1154, ,2016-Mar-07 07:00:21,subject-type,handgun
1573,328A0FF062C2CF5BE9D9BBFB0D92682136DD08AF00D1604A581369FC763BA494, ,2016-Mar-07 07:00:21,quantity,1
1573,328A0FF062C2CF5BE9D9BBFB0D92682136DD08AF00D1604A581369FC763BA494, ,2016-Mar-07 07:00:21,subject-type,handgun
1573,328A0FF062C2CF5BE9D9BBFB0D92682136DD08AF00D1604A581369FC763BA494, ,2016-Mar-08 10:52:01,model,Desert Eagle
1574,731048B405F610962DDA7A6995513888254BC07C8F7CDD77AA2494ED8F362946,clint,2016-Mar-07 16:50:15,subject-type,ammunition
1575,A604084ECD9DA0C80F6CC5BC5DD402E556DA872AAFFF9ACF5B1DDAFF4411DAE3, ,2016-Mar-07 07:00:21,subject-type,handgun
1575,A604084ECD9DA0C80F6CC5BC5DD402E556DA872AAFFF9ACF5B1DDAFF4411DAE3, ,2016-Mar-08 10:52:01,model,Glock
1576,98FA18F3D3B7F50BA40B1EB2304B2F44C5EFDFB24835529C3FB7A175941A674B,clint,2016-Mar-08 09:55:13,subject-type,skipped
1577,AEF9486DD4A05FD86C213A14A8169F68F4C81A86A28FA67B209AB906213D5769, ,2016-Mar-07 07:00:21,quantity,1
1577,AEF9486DD4A05FD86C213A14A8169F68F4C81A86A28FA67B209AB906213D5769, ,2016-Mar-07 07:00:21,subject-type,frame-lower-receiver
1578,6CB6DE04E8A6F91037361003BA472651806EBF4A10277E6B8CFBD67ABA0C410C,clint,2016-Mar-08 09:44:11,subject-type,rifle
1579,7FE9363AC38BA5FC4BE09C16759F408930E400A69500FEF65BAEAF03C657A4E0,clint,2016-Mar-07 16:50:27,quantity,0
1579,7FE9363AC38BA5FC4BE09C16759F408930E400A69500FEF65BAEAF03C657A4E0,clint,2016-Mar-07 16:50:30,subject-type,other
1580,20058392C9416887E4348EAAD500CE6A22E4BC2436F981A519C044FC3DF1A55D, ,2016-Mar-08 10:52:02,model,AR
1581,9513FFEB40512FEE554A5C99275FBF880AEEB98BC2546C58C84ABBF4A3770BBF, ,2016-Mar-07 07:00:21,quantity,1
1581,9513FFEB40512FEE554A5C99275FBF880AEEB98BC2546C58C84ABBF4A3770BBF, ,2016-Mar-07 19:00:16,subject-type,shotgun
1582,8A595FC40830F0B16DA218746923AC9EAAD752293A83E13A312B39B50F31F5AD, ,2016-Mar-07 07:00:21,subject-type,rifle
1583,23AB4B5A4934095669BEBD650F9F36B6F16C06C21D5D19B1869C8028FA45E637, ,2016-Mar-07 07:00:21,quantity,1
1584,6B1E353BDF03BC8E8FBCB4507E2E4E96CC844759B80B6E118BA7BE91C465FFCB, ,2016-Mar-07 07:00:21,subject-type,other
1585,4B92E3B8981792CB46148C54A3EE2381FF90CE3B079BA84E71782C2659573CCE, ,2016-Mar-07 07:00:21,quantity,0
1585,4B92E3B8981792CB46148C54A3EE2381FF90CE3B079BA84E71782C2659573CCE,clint,2016-Mar-08 09:44:14,subject-type,other
1586,30DEC92EA9DAA3C6C2F66D7DF5D17186940AF2DF9EA2259A9A7A8B6BBD8F938A, ,2016-Mar-07 07:00:22,quantity,1
1587,8E932692F9068A20196E3BF9D7F47D690B60DEDDA4B1B6ED2A006B01F94FE352, ,2016-Mar-07 07:00:22,subject-type,handgun
1587,8E932692F9068A20196E3BF9D7F47D690B60DEDDA4B1B6ED2A006B01F94FE352, ,2016-Mar-08 10:52:02,model,Glock
1588,AFBB81D8BF92CFE8274AED98EFB15139EE59A8B9C93B9FA2ACF961C9AF92C1FB, ,2016-Mar-07 07:00:22,quantity,1
1589,63EBE65B851BE3C2F0E8C697195141CCD268DC550F502492035983112BA8C52A, ,2016-Mar-07 07:00:22,subject-type,rifle
1590,5F54044F1331C232F5CE72E8FF1C117BC8AD496C6C33D3C087479C52632553BF, ,2016-Mar-07 07:00:22,quantity,1
1590,5F54044F1331C232F5CE72E8FF1C117BC8AD496C6C33D3C087479C52632553BF, ,2016-Mar-07 07:00:22,subject-type,handgun
1591,D4CA1DA55C440E9EBA7BDE13073CA6BA7056ACD70A27EB5A5ABB949C41B0C421, ,2016-Mar-07 07:00:22,quantity,0
1592,8EE9E2152EE9BF8479FFB64F8B78454AFBC068AD22581127DB4EBCBFE7691656, ,2016-Mar-07 07:00:22,quantity,1
1592,8EE9E2152EE9BF8479FFB64F8B78454AFBC068AD22581127DB4EBCBFE7691656, ,2016-Mar-07 07:00:22,subject-type,shotgun
1593,AA0C0DE392898F49F02BE02A4EB4933DAE3DBF4857517D8B1416057D7D5E7B8F, ,2016-Mar-07 07:00:22,quantity,1
1593,AA0C0DE392898F49F02BE02A4EB4933DAE3DBF4857517D8B1416057D7D5E7B8F, ,2016-Mar-07 07:00:22,subject-type,rifle
1594,C827B44C520B796BE4A04E617A624410D6C222F950813284389CA9101DC1E569, ,2016-Mar-07 07:00:22,subject-type,ammunition
1595,BC6D9D6160598AA864C3C24D647BF61B98616CF8719A488D5946C04D2AA7F283,clint,2016-Mar-08 09:46:58,subject-type,other
1596,7F1F7ABCD4BE8E75959CA645DD0C0C5AECAFE27B2174AB677251578FED6BE712, ,2016-Mar-07 07:00:22,quantity,1
1597,C9C7E9EC016A3F5C8233E1970F3716D88E3E8C9631D75C464D536AAC45AAD7E8, ,2016-Mar-07 07:00:22,quantity,2
1597,C9C7E9EC016A3F5C8233E1970F3716D88E3E8C9631D75C464D536AAC45AAD7E8, ,2016-Mar-08 10:52:03,model,Revolver
1598,EE0ADEC7FEDEE41CA731DCFD14170A168BFDBC02A0AD59A036B3D0C70C7F6135, ,2016-Mar-07 07:00:22,quantity,1
1598,EE0ADEC7FEDEE41CA731DCFD14170A168BFDBC02A0AD59A036B3D0C70C7F6135,clint,2016-Mar-07 16:51:20,subject-type,rifle
1599,798B9B3274DE10BE4613B6A0B4CBBF2C712002785ACA35714D67311C4CB65107,clint,2016-Mar-08 09:47:13,subject-type,other
1600,16A2F15FFD6A848ECDDA8AA42C1E84AC2CD01BC14586E32108F8F5844FB66F88, ,2016-Mar-07 07:00:22,quantity,1
1600,16A2F15FFD6A848ECDDA8AA42C1E84AC2CD01BC14586E32108F8F5844FB66F88, ,2016-Mar-07 07:00:22,subject-type,rifle
1601,9F79E63B8479E3A9833E954A01168C7514CF961B2E701C8F61DA1FCC1CAC29D2, ,2016-Mar-08 10:52:04,model,Uzi
1602,E9C8A5F95F327ACBD48CB773D4C34E58B22E487487A9CD25ED6620F5959A0369, ,2016-Mar-07 07:00:22,quantity,1
1602,E9C8A5F95F327ACBD48CB773D4C34E58B22E487487A9CD25ED6620F5959A0369, ,2016-Mar-07 07:00:22,subject-type,handgun
1603,916DF346220E95307E85642D77819935ED147297A0AA8D5776CE0E20314361D9, ,2016-Mar-07 07:00:22,quantity,0
1603,916DF346220E95307E85642D77819935ED147297A0AA8D5776CE0E20314361D9, ,2016-Mar-07 07:00:22,subject-type,ammunition
1604,D071AD3386006BC577E28263D2126B96E93F42C6B1B83D1DDFBDD8E7BA9B707F, ,2016-Mar-07 07:00:22,subject-type,rifle
1605,0A3C9352CA2FE23C3E6F103893FB3698DB5910C25057865844266D92016D6DBF,clint,2016-Mar-08 09:47:15,subject-type,shotgun
1606,80AA304D6CE242C3733ABBA463E2958C070D386DFC537E75F684954A96AE3AF8, ,2016-Mar-07 07:00:22,quantity,0
1607,F0DC4417035268FCA21E60E061C054D546132E29BBA0313DCF46712AA8AD8F4F, ,2016-Mar-07 07:00:22,quantity,1
1608,7136CF20CDDBC575609BF2AB9C27308C547639B49EA8E691AFB95B3BA5D1E906, ,2016-Mar-07 07:00:22,quantity,0
1608,7136CF20CDDBC575609BF2AB9C27308C547639B49EA8E691AFB95B3BA5D1E906, ,2016-Mar-07 07:00:22,subject-type,other
1609,8A023C4E469ACD9E66E180E6FE7FE49809A2437DAE9AF3557B6E28BBBC48DE88, ,2016-Mar-07 07:00:23,subject-type,handgun
1610,6E0647BCDA76ECE19C79B9B26B7DF1B76AF92D7C2D8FFE0D2D6773C863FF5D74, ,2016-Mar-07 07:00:23,subject-type,handgun
1610,6E0647BCDA76ECE19C79B9B26B7DF1B76AF92D7C2D8FFE0D2D6773C863FF5D74, ,2016-Mar-08 10:52:05,model,Glock
1611,AA0DDAB23E1B9C1AFA9855E9DA3E2720188351875F24F225C7BCD5EB4B64C8C7,clint,2016-Mar-07 17:10:23,quantity,1
1613,054783B699F268A61CD8366448491D54146280BAF4AD99CAC7C95E3F29854392, ,2016-Mar-07 07:00:23,quantity,1
1613,054783B699F268A61CD8366448491D54146280BAF4AD99CAC7C95E3F29854392, ,2016-Mar-07 07:00:23,subject-type,handgun
1613,054783B699F268A61CD8366448491D54146280BAF4AD99CAC7C95E3F29854392, ,2016-Mar-08 10:52:05,model,Glock
1614,BA620735E7805248BAAC9DE1C489F7050F20CF151EA1CF2FC8161C6012AD7908, ,2016-Mar-08 10:52:05,model,Revolver
1615,23861A5C67AD65682FDA66EB25F8B5AF146E597735EBFACFB78002458B33B523, ,2016-Mar-07 07:00:23,quantity,1
1615,23861A5C67AD65682FDA66EB25F8B5AF146E597735EBFACFB78002458B33B523, ,2016-Mar-07 07:00:23,subject-type,handgun
1616,395426A6D9FD26312DF0D053D096C05C0AB1B282B785D8605F439D2B700468EF,clint,2016-Mar-08 09:47:23,subject-type,other
1617,9AD2844D982AAD5980B204B119F06EE73B5BDE0E47580432C825B855EF6FE807, ,2016-Mar-07 07:00:23,subject-type,rifle
1618,0FE66D04BCC83DC707B7D517E37411C2A8CC8AAD5E57FFBE98C06D5100383700, ,2016-Mar-07 07:00:23,quantity,1
1619,622CA8CA0528DF5BCE44A5290AFC2C1D282C20AC62641DA64FD7874C6515CA26, ,2016-Mar-07 07:00:23,quantity,1
1620,82E596E5D24A002E7CA5C330AA72AADC8743CA4FB455F4AF38ABF634086089AE, ,2016-Mar-07 07:00:23,quantity,2
1620,82E596E5D24A002E7CA5C330AA72AADC8743CA4FB455F4AF38ABF634086089AE,clint,2016-Mar-08 09:47:25,subject-type,rifle
1621,A6BCC58EE0B67D91A0F1BF2656D85754D7BEA7D9A32E94120943E098AC7CDC0E, ,2016-Mar-07 07:00:23,quantity,0
1621,A6BCC58EE0B67D91A0F1BF2656D85754D7BEA7D9A32E94120943E098AC7CDC0E,clint,2016-Mar-07 17:10:30,subject-type,ammunition
1622,38730A25E910BFF84EA053A292C79EE9488BB1F10370720B1030E25D6196EACC, ,2016-Mar-07 19:15:14,subject-type,ammunition
1623,B6F6651A0C493B2237A26CA396C8B4DC3D670BCF6236FC1BEF63E774D110400F, ,2016-Mar-07 07:00:23,subject-type,rifle
1624,6704B6FB994A9BF699C1585C869B7517CF9D987A44BAB056BA244060AA0F2348, ,2016-Mar-07 07:00:23,quantity,1
1624,6704B6FB994A9BF699C1585C869B7517CF9D987A44BAB056BA244060AA0F2348, ,2016-Mar-07 07:00:23,subject-type,handgun
1625,53E9CC9BFA326272FFFAE6FB358867EC88B6AD8DA4EBBB9E9038488715A1F950, ,2016-Mar-07 07:00:23,subject-type,shotgun
1626,92A7EA58BF20B8783BDD5CB80A3EF9C2D11D5227291AB212EC3430FA114AF232, ,2016-Mar-07 07:00:23,quantity,1
1626,92A7EA58BF20B8783BDD5CB80A3EF9C2D11D5227291AB212EC3430FA114AF232,clint,2016-Mar-07 17:10:37,subject-type,rifle
1627,81A2D3AE3832F38B8474C696261559E5EE84A40B34C884196C13AD34CFE58FAC, ,2016-Mar-07 07:00:23,quantity,0
1628,CFEFF5775BFD94DBD82BBA74EFC97AE6067E86F6B17C0B0E8A7FB3141C162910, ,2016-Mar-07 07:00:23,quantity,0
1628,CFEFF5775BFD94DBD82BBA74EFC97AE6067E86F6B17C0B0E8A7FB3141C162910, ,2016-Mar-07 07:00:23,subject-type,ammunition
1629,FF591BFD5AD80AF10BB49C25121B1F59417938225B2A7224DD3B308D360FFFE4, ,2016-Mar-07 07:00:23,subject-type,rifle
1630,A194951BB26DB0D4C7C133D3E2753F9E1E79C337EE5312E4DF255248E0ECEE0C, ,2016-Mar-07 07:00:23,subject-type,handgun
1630,A194951BB26DB0D4C7C133D3E2753F9E1E79C337EE5312E4DF255248E0ECEE0C, ,2016-Mar-08 10:52:06,model,Glock
1631,4915BC88C409680309AF98932B92CBEA7C88FB185FB59387FF8861F4261AA90F, ,2016-Mar-07 07:00:23,subject-type,handgun
1631,4915BC88C409680309AF98932B92CBEA7C88FB185FB59387FF8861F4261AA90F, ,2016-Mar-08 10:52:06,model,1911
1632,2E92ABF8F64011FAC3C63DE339CB4A744AAD26250E2DAF3A381519C091EB6CA5, ,2016-Mar-07 07:00:23,quantity,1
1633,27E5B7174E6B21BA5E7C13BB50F7C3F9DD836AFF504DA8ECD854A5DE211050F3,clint,2016-Mar-07 17:10:41,subject-type,shotgun
1634,B68F36570844F15E652525CDEFD06476211DF0F033F7AE8943329305C58D16CB, ,2016-Mar-07 07:00:24,quantity,1
1634,B68F36570844F15E652525CDEFD06476211DF0F033F7AE8943329305C58D16CB,clint,2016-Mar-07 17:10:56,subject-type,frame-lower-receiver
1635,E926DDAC8765DC9889C16143C92F560675DFA7D07EFA611F0B7F098C496C8435,clint,2016-Mar-08 09:47:36,subject-type,other
1636,FD13D2B60372FAFE374581DE54908B8BA63DAB6714008387F48738C9FA5D6E78, ,2016-Mar-07 07:00:24,quantity,1
1636,FD13D2B60372FAFE374581DE54908B8BA63DAB6714008387F48738C9FA5D6E78, ,2016-Mar-07 07:00:24,subject-type,handgun
1637,122DD0AB2102A0217CE80B42D0F6338229800D65DD707DFF005D56A8CA226A2B, ,2016-Mar-07 07:00:24,quantity,1
1637,122DD0AB2102A0217CE80B42D0F6338229800D65DD707DFF005D56A8CA226A2B, ,2016-Mar-08 10:52:06,model,Glock
1638,07184E1A492C8825F78F685156E1687BBC4425AFC7ADDF335B49087C3BE74205, ,2016-Mar-07 07:00:24,quantity,1
1639,55676D267F2C0F0AF65E8DCC43E9032462A3FCB80BEB87EEAD69DE6AB7A53EB6, ,2016-Mar-07 07:00:24,quantity,1
1639,55676D267F2C0F0AF65E8DCC43E9032462A3FCB80BEB87EEAD69DE6AB7A53EB6, ,2016-Mar-07 07:00:24,subject-type,rifle
1640,2AFF08D94A3CA09AC0AE8028EB8431A208BFEF97B290693EF4221D88001C528A,clint,2016-Mar-07 17:11:00,subject-type,shotgun
1641,20D92C30EC33E63B8608AEE5C5BB44E4DEA034DA093986EBCEB5FADF8300247E, ,2016-Mar-07 07:00:24,quantity,1
1641,20D92C30EC33E63B8608AEE5C5BB44E4DEA034DA093986EBCEB5FADF8300247E, ,2016-Mar-07 07:00:24,subject-type,handgun
1642,27C3B3F4852D873DE3F871C9F81E61838889879CC7101228023323BF1BCB9A13, ,2016-Mar-07 07:00:24,quantity,1
1643,BA3234AFE156FA8688D26D400C0A613B040BE1101589B9377F319AFB0F1BF25B, ,2016-Mar-07 07:00:24,quantity,1
1643,BA3234AFE156FA8688D26D400C0A613B040BE1101589B9377F319AFB0F1BF25B, ,2016-Mar-07 07:00:24,subject-type,handgun
1643,BA3234AFE156FA8688D26D400C0A613B040BE1101589B9377F319AFB0F1BF25B, ,2016-Mar-08 10:52:06,model,Glock
1644,B93B42ADC1E6DB0AE38309BAB505F7227C22B27A1F12693FED2FD15E7BAE71C3, ,2016-Mar-07 07:00:24,subject-type,shotgun
1644,B93B42ADC1E6DB0AE38309BAB505F7227C22B27A1F12693FED2FD15E7BAE71C3, ,2016-Mar-08 10:52:07,model,FN FAL
1645,1D234774986E424B412C73D9C7ACC971E027A7E73B74D48645CC81B73D0C6ADC,clint,2016-Mar-07 17:11:12,subject-type,rifle
1646,F706C7681B4B60222AEB47070C4C82420D8745A31884FDA3FF70D4C402D69472, ,2016-Mar-07 07:00:24,quantity,1
1646,F706C7681B4B60222AEB47070C4C82420D8745A31884FDA3FF70D4C402D69472, ,2016-Mar-07 07:00:24,subject-type,handgun
1647,34414EA8C593230E5E7C3DB82170E3F7AB68F630EA346689B1FFE46280AA3A50, ,2016-Mar-07 07:00:24,quantity,1
1648,D154AF4FDBD0FB477D46378D253E5944428FA7F62FA936173DCB549F0832B9C6, ,2016-Mar-07 07:00:24,quantity,1
1648,D154AF4FDBD0FB477D46378D253E5944428FA7F62FA936173DCB549F0832B9C6, ,2016-Mar-07 07:00:24,subject-type,handgun
1648,D154AF4FDBD0FB477D46378D253E5944428FA7F62FA936173DCB549F0832B9C6, ,2016-Mar-08 10:52:07,model,1911
1649,4D945DE038F666D3F63360E85149CAF1F68BCF41BAB66FFB7F942516F8AEF6D7,clint,2016-Mar-08 09:47:44,subject-type,shotgun
1650,1D9D3D591652A8259C4AB093F0F5B242358B5B3C8B47A594737AF9C8F638EC6A, ,2016-Mar-07 07:00:24,subject-type,rifle
1651,8A223C49B53E5A0D41AD021E0682FB8AD890B0F456C6E9F849A9BF627114945D, ,2016-Mar-07 07:00:24,quantity,1
1651,8A223C49B53E5A0D41AD021E0682FB8AD890B0F456C6E9F849A9BF627114945D, ,2016-Mar-08 10:52:07,model,1911
1652,5D6771213ECC169CF155444C1709995A84887E1B388EDAE24D7F92D99423DC36, ,2016-Mar-07 07:00:24,quantity,1
1652,5D6771213ECC169CF155444C1709995A84887E1B388EDAE24D7F92D99423DC36, ,2016-Mar-08 10:52:07,model,AR
1653,551ACC3D86C2F449DDA3A0C9C0DB5DBD4B04B1C3233F10504D1468CADD29FB0C,clint,2016-Mar-07 17:11:26,subject-type,rifle
1654,16DB7E1F5629637D93600605A6389B66C725B38BB8933B392D6748BEAC57865D, ,2016-Mar-07 07:00:24,quantity,0
1654,16DB7E1F5629637D93600605A6389B66C725B38BB8933B392D6748BEAC57865D, ,2016-Mar-07 07:00:24,subject-type,ammunition
1656,97E0E8B047391DF0E18F6DC65EF7E9313297B89AE646A311877B7A2D1F4D23CA, ,2016-Mar-07 07:00:24,quantity,1
1656,97E0E8B047391DF0E18F6DC65EF7E9313297B89AE646A311877B7A2D1F4D23CA, ,2016-Mar-07 07:00:25,subject-type,rifle
1657,2263492673500C51B7F540B2A056038BCDE8640F1108480E8A90CA06A606313E, ,2016-Mar-07 07:00:25,quantity,0
1658,09F936561FD0FBF0541070B374E364F7381303197ADAC96414AF69A871BABB16, ,2016-Mar-07 07:00:25,subject-type,handgun
1658,09F936561FD0FBF0541070B374E364F7381303197ADAC96414AF69A871BABB16, ,2016-Mar-08 10:52:07,model,1911
1659,7385DF7AFD047DFD71FDC9FFA3B2843C2BC956501D9B15672DBD2C901BBFAAC0, ,2016-Mar-07 07:00:25,quantity,1
1659,7385DF7AFD047DFD71FDC9FFA3B2843C2BC956501D9B15672DBD2C901BBFAAC0, ,2016-Mar-08 10:52:07,model,AR
1660,587BEAE392DADFA768B65AF17758DFED2057163898509BA4DFEA0A6519E6EA66, ,2016-Mar-07 07:00:25,subject-type,rifle
1661,0DE0060EF1B8EA2E9AE76E1DF478526A188D878C296BF882530A05492FF938B8, ,2016-Mar-07 07:00:25,quantity,1
1661,0DE0060EF1B8EA2E9AE76E1DF478526A188D878C296BF882530A05492FF938B8, ,2016-Mar-08 10:52:07,model,AR
1662,14D951D3A8DD38C0CAC5CD48C39A1ACE9F74A373633084284DFCDF5B463A9D69,clint,2016-Mar-07 17:19:24,quantity,0
1663,666727722BE3D5029A6CE69CFFBB8440C733BBE112EE2E5A1F53858F871F5A20, ,2016-Mar-07 07:00:25,quantity,1
1664,CFC2235868CDCB9EA5F4DDB7B99A72AC5782805B42E218E0B0A656F2880EE236, ,2016-Mar-07 07:00:25,quantity,1
1664,CFC2235868CDCB9EA5F4DDB7B99A72AC5782805B42E218E0B0A656F2880EE236, ,2016-Mar-07 07:00:25,subject-type,handgun
1664,CFC2235868CDCB9EA5F4DDB7B99A72AC5782805B42E218E0B0A656F2880EE236, ,2016-Mar-08 10:52:08,model,Glock
1667,743B3FF2B08C6A226967EBC49324505EF1DE202C4331587C06AA42B1E5E4FA05, ,2016-Mar-07 07:00:25,quantity,0
1667,743B3FF2B08C6A226967EBC49324505EF1DE202C4331587C06AA42B1E5E4FA05,clint,2016-Mar-07 17:19:27,subject-type,other
1668,B9DFC47441C3D045F6034205440E93DCE92B6DFA1475C8A86ECE375D9ADF5D83, ,2016-Mar-07 07:00:25,quantity,1
1669,FFF9CF1DD74B81996EEC9467F972BED39CB655CDE5CB6CD35CDDCCBBF3980F83, ,2016-Mar-07 19:15:15,subject-type,handgun
1670,09AEC31B8384755E53AD17D3AB1D96972746F627FEC389485CA04C644BDABA7C, ,2016-Mar-07 07:00:25,quantity,1
1670,09AEC31B8384755E53AD17D3AB1D96972746F627FEC389485CA04C644BDABA7C, ,2016-Mar-07 19:15:16,subject-type,rifle
1671,70EACEC23A39CCAC56B9080D421DE7B73E86A4C16731E8624E3570FE34884CB1, ,2016-Mar-07 07:00:25,quantity,1
1671,70EACEC23A39CCAC56B9080D421DE7B73E86A4C16731E8624E3570FE34884CB1, ,2016-Mar-08 10:52:08,model,Desert Eagle
1672,787756C8DC5D1CF6B7E9BAD0D81166104A54530321B24C2D1250E68909839B93, ,2016-Mar-07 07:00:25,quantity,1
1673,E7F95DA519F9BB687755C18796C52B6A326758F88DAFB817A102143BF55B6F1E, ,2016-Mar-07 07:00:25,quantity,0
1673,E7F95DA519F9BB687755C18796C52B6A326758F88DAFB817A102143BF55B6F1E, ,2016-Mar-07 19:15:16,subject-type,ammunition
1674,839EEC62487C9BCA3AC2EA8EA64AC9C8118C76BB0A55F25F47AC836D0B6CF98E, ,2016-Mar-07 19:15:16,subject-type,rifle
1675,CF7C46CCB5A39B34283B52258BE945AC59973C8C960DCA5243406283217555D9, ,2016-Mar-07 19:15:16,subject-type,handgun
1675,CF7C46CCB5A39B34283B52258BE945AC59973C8C960DCA5243406283217555D9, ,2016-Mar-08 10:52:08,model,Glock
1676,185E61914D89C2E308FCB4A68F1CC380BB85CE4550D2198104B4BBFADD05F414, ,2016-Mar-07 07:00:25,quantity,1
1677,ADF5D471F31E3AC464922D85B1FB6FB3AD04AF1A3FD8FA6A25DD8AD7C057DCF2,clint,2016-Mar-08 09:55:17,subject-type,other
1678,D65DE6498869251E92A0F9D3B46921C8E309D5D61A940A64C7133B955B877C25, ,2016-Mar-07 07:00:25,quantity,1
1678,D65DE6498869251E92A0F9D3B46921C8E309D5D61A940A64C7133B955B877C25, ,2016-Mar-07 19:15:16,subject-type,handgun
1679,C40A267B6B0EA930C6EF9C0D4A2559C41BCDB8B20D578D81407B57692280A909, ,2016-Mar-07 19:15:16,subject-type,other
1680,873AAF083C9BE0E5F5823957658D740288B35AFF0A68B81EE5FF9678F23ACC8E, ,2016-Mar-07 07:00:25,quantity,0
1680,873AAF083C9BE0E5F5823957658D740288B35AFF0A68B81EE5FF9678F23ACC8E,clint,2016-Mar-08 09:55:26,subject-type,other
1682,B3507BFEA19DE34DD27BFC5FCA6C757A7F5E8F394CDE0F91F248D4ED37757ACE, ,2016-Mar-07 19:15:16,subject-type,silencer
1683,747F118DD9C3CAD9025EF527EAC598FE8A391A09D5976CF24B25AE997F723775, ,2016-Mar-07 07:00:25,quantity,1
1683,747F118DD9C3CAD9025EF527EAC598FE8A391A09D5976CF24B25AE997F723775, ,2016-Mar-08 10:52:08,model,AK
1684,E1AF20EA292727725E5A2679E1154AFADE2536FF88FC7BB542E3EF9ACB05E11A, ,2016-Mar-07 19:15:16,subject-type,ammunition
1685,80212CBE3358DAA262072CECBC168BF8466EFB616DCDF418D924475FFCAF08AE, ,2016-Mar-07 07:00:25,quantity,1
1685,80212CBE3358DAA262072CECBC168BF8466EFB616DCDF418D924475FFCAF08AE, ,2016-Mar-07 19:15:16,subject-type,handgun
1686,265B2E64499620CBC31F4F17EBCA20D71E00E63E938DF1D6F24CF604EA69D5A5, ,2016-Mar-07 07:00:25,quantity,1
1686,265B2E64499620CBC31F4F17EBCA20D71E00E63E938DF1D6F24CF604EA69D5A5, ,2016-Mar-07 19:15:16,subject-type,handgun
1686,265B2E64499620CBC31F4F17EBCA20D71E00E63E938DF1D6F24CF604EA69D5A5, ,2016-Mar-08 10:52:09,model,Glock
1688,09DC95378BACFE6DFC846DBD92C8EEE8528F8B2DE97DF796EB8C4E1C8C4AF171, ,2016-Mar-07 07:00:25,quantity,1
1688,09DC95378BACFE6DFC846DBD92C8EEE8528F8B2DE97DF796EB8C4E1C8C4AF171, ,2016-Mar-07 19:15:16,subject-type,handgun
1688,09DC95378BACFE6DFC846DBD92C8EEE8528F8B2DE97DF796EB8C4E1C8C4AF171, ,2016-Mar-08 10:52:09,model,1911
1689,9AD94126E0B7D1FD47CD74F66AE8F833E514ED6BF170550A9839C52E100009CD, ,2016-Mar-08 10:52:09,model,Glock
1690,9930100750B040A35486678FEB8FEF1D66393239AF77D92EE6C7A9BE5F309768, ,2016-Mar-07 07:00:26,quantity,1
1690,9930100750B040A35486678FEB8FEF1D66393239AF77D92EE6C7A9BE5F309768, ,2016-Mar-07 19:15:16,subject-type,rifle
1691,93E25C496ED3CFC6F9D5FF40293EADC2EE551FBAD39078BED5A42E50274472D7, ,2016-Mar-07 19:15:16,subject-type,rifle
1691,93E25C496ED3CFC6F9D5FF40293EADC2EE551FBAD39078BED5A42E50274472D7, ,2016-Mar-08 10:52:09,model,AR
1692,1F3F716E1055BAAE7217372059557E566F6DAB053D15CBE08C3F62F6C4CB6337, ,2016-Mar-07 07:00:26,quantity,1
1693,4BD5F90833C709E5C73979CB532068D29FF3836CC5B4975AB88C7E0FA473A4E7, ,2016-Mar-07 19:15:16,subject-type,rifle
1694,9C4C4BF4539B2D382D765119414CAC52CE40EDEE093195C67F6FB8E2FF72D990, ,2016-Mar-07 19:15:16,subject-type,handgun
1694,9C4C4BF4539B2D382D765119414CAC52CE40EDEE093195C67F6FB8E2FF72D990, ,2016-Mar-08 10:52:09,model,Glock
1695,6540051B720E941559B7E142E86AA584D5464906C1C53670505142B36D130BB4, ,2016-Mar-07 19:15:16,subject-type,rifle
1696,C26879296A51F2F5B4BA3FB4A2ABA01EC79E743D2D5F1B5372989B35ED3929A7,clint,2016-Mar-08 09:49:08,quantity,1
1696,C26879296A51F2F5B4BA3FB4A2ABA01EC79E743D2D5F1B5372989B35ED3929A7,clint,2016-Mar-08 09:55:46,subject-type,rifle
1697,DF5BA7707D62C57EAF9044C5EC7A285EA4869484E95601B971822280DC1A0573, ,2016-Mar-08 10:52:09,model,AR
1698,09AEE32B66E385F2C904B68E68FBB6BC67D042115586E5B389C34B41E1CBAE8B, ,2016-Mar-07 07:00:26,quantity,1
1698,09AEE32B66E385F2C904B68E68FBB6BC67D042115586E5B389C34B41E1CBAE8B, ,2016-Mar-07 19:15:17,subject-type,rifle
1699,AC386039BE2D97130D09A518EC44773672E57CA5363EC48F788860247D1F2655, ,2016-Mar-08 10:52:09,model,Revolver
1700,502330FFC3D88141A4C1062D4C952429B7E1E00587662F88C461560C8EC99C1D, ,2016-Mar-07 07:00:26,quantity,1
1700,502330FFC3D88141A4C1062D4C952429B7E1E00587662F88C461560C8EC99C1D, ,2016-Mar-07 19:15:17,subject-type,handgun
1701,28B6F82214CC1D05D63571796F43148B8DB6D02D6830534BC2347F4B560C700E, ,2016-Mar-07 07:00:26,quantity,1
